Pressure,Flow Rate,Temperature,Consumption Level,Material Type,Age,Maintenance History,Leak
31.1,78.75,32.24,282.94,Cast Iron,49,Poor,1
44.6,44.47,33.42,236.59,PVC,10,Average,0
46.83,84.24,8.34,341.23,Cast Iron,11,Average,1
42.93,22.95,21.67,152.14,Cast Iron,15,Average,0
21.7,65.66,34.32,360.6,PVC,26,Poor,1
79.53,32.85,21.28,376.77,Cast Iron,19,Good,0
45.01,11.24,16.47,405.33,PVC,18,Average,0
39.39,47.04,27.14,459.01,Copper,19,Good,0
10.69,58.35,21.22,372.25,PVC,37,Poor,1
31.02,51.88,31.92,248.82,HDPE,26,Average,1
60.0,32.96,22.19,219.9,Steel,25,Good,0
49.12,27.94,9.26,94.78,HDPE,28,Good,0
17.98,70.52,25.73,750.82,Cast Iron,40,Average,1
57.39,41.23,9.59,117.07,Cast Iron,9,Average,0
73.79,48.36,14.21,335.96,Copper,28,Good,0
63.37,20.74,31.52,460.26,PVC,28,Good,0
31.37,13.15,34.83,193.02,Steel,19,Average,0
11.81,32.15,8.49,285.43,PVC,15,Poor,1
77.05,23.73,11.22,290.55,Steel,10,Average,0
27.19,61.97,23.11,358.87,HDPE,34,Poor,1
27.57,22.68,9.68,846.36,PVC,43,Average,1
19.0,92.2,10.62,219.67,Copper,28,Poor,1
36.64,30.07,28.77,323.04,HDPE,31,Poor,1
28.66,63.76,32.6,638.37,Copper,26,Poor,1
79.15,12.34,21.86,178.05,Copper,27,Average,0
49.49,15.57,11.07,256.63,Copper,8,Average,0
20.94,87.57,32.35,291.57,HDPE,26,Average,1
43.87,40.68,19.75,195.75,PVC,28,Average,0
32.56,72.41,5.78,690.07,PVC,39,Poor,1
32.87,18.5,19.94,217.11,PVC,4,Good,0
15.52,23.19,30.92,760.96,Copper,49,Poor,1
62.6,13.61,20.53,56.03,Steel,14,Average,0
35.02,91.84,34.68,617.79,Steel,32,Average,1
31.45,94.55,27.36,539.58,Copper,32,Average,1
38.64,98.67,7.18,272.02,Steel,11,Poor,1
50.25,75.76,31.87,460.03,HDPE,11,Poor,1
60.29,48.5,15.26,254.94,HDPE,26,Good,0
15.54,40.56,22.59,259.69,Cast Iron,49,Poor,1
32.66,45.27,32.01,238.59,Steel,17,Good,0
65.77,17.22,6.59,491.78,Copper,16,Good,0
13.48,24.44,30.28,907.48,Copper,47,Poor,1
35.78,34.9,26.05,167.91,PVC,17,Average,0
57.73,26.7,8.82,80.86,Cast Iron,27,Average,0
33.89,16.47,33.45,380.17,PVC,21,Good,0
49.63,13.97,21.16,308.67,HDPE,21,Average,0
38.3,46.68,19.51,280.01,Steel,27,Average,0
74.66,24.79,28.68,391.58,PVC,14,Average,0
53.04,38.66,12.26,948.44,Cast Iron,30,Poor,1
68.24,18.19,6.52,202.88,PVC,2,Average,0
53.51,21.31,23.76,367.89,Steel,26,Average,0
78.94,18.37,6.6,77.93,HDPE,1,Average,0
38.54,65.78,19.28,741.84,Copper,46,Poor,1
42.99,40.72,31.06,257.4,Copper,9,Good,0
50.45,67.63,22.17,512.6,Cast Iron,42,Poor,1
25.18,23.59,19.95,463.52,HDPE,24,Poor,1
28.24,41.56,20.54,862.66,PVC,14,Poor,1
53.64,26.69,7.76,477.35,Steel,24,Average,0
42.04,87.64,11.61,468.71,Cast Iron,50,Poor,1
16.16,58.08,13.38,752.94,HDPE,12,Average,1
75.2,16.06,26.22,159.16,HDPE,2,Average,0
65.39,6.22,32.46,163.05,Copper,9,Good,0
19.8,66.18,7.66,901.55,PVC,45,Poor,1
56.97,23.59,23.29,337.88,Cast Iron,5,Good,0
30.9,16.88,7.88,176.58,Steel,19,Good,0
34.56,25.39,6.03,292.3,PVC,25,Average,0
15.98,36.1,33.61,224.12,HDPE,19,Poor,1
57.0,22.06,32.11,311.82,PVC,25,Good,0
53.56,43.49,30.83,491.73,HDPE,23,Good,0
18.73,53.41,11.67,438.25,HDPE,15,Average,1
60.22,42.5,29.98,395.58,Steel,1,Average,0
47.42,20.46,15.89,219.72,Copper,20,Average,1
57.19,34.69,16.51,183.82,Steel,21,Good,0
76.73,15.36,5.98,227.14,Cast Iron,10,Average,0
58.58,49.89,17.97,106.34,Copper,7,Good,0
45.27,21.3,16.3,201.86,Cast Iron,13,Average,0
35.61,12.72,22.04,239.02,Copper,12,Average,0
56.13,61.76,10.68,847.94,PVC,24,Average,1
19.94,21.79,20.78,422.28,Copper,15,Poor,1
64.66,48.97,28.51,421.85,HDPE,24,Average,0
57.53,14.79,7.12,111.28,Copper,9,Average,0
31.49,81.47,30.02,661.22,HDPE,25,Average,1
42.76,57.68,29.26,304.13,HDPE,30,Poor,1
59.8,13.13,14.96,261.49,HDPE,14,Average,0
32.68,67.75,30.43,963.71,Steel,50,Average,1
54.95,27.4,11.38,335.5,HDPE,21,Good,0
14.94,79.16,10.0,852.18,Cast Iron,19,Poor,1
40.2,26.08,14.68,461.14,PVC,26,Good,0
15.23,83.93,7.21,474.27,HDPE,13,Average,1
10.25,45.49,28.78,652.13,HDPE,32,Average,1
61.84,10.82,13.63,121.63,Copper,7,Average,0
77.19,7.87,29.33,495.05,PVC,16,Average,0
47.36,35.18,15.0,389.33,Copper,25,Good,0
41.24,48.2,29.32,76.5,Cast Iron,26,Good,0
23.66,49.56,29.97,892.33,Steel,39,Average,1
14.44,72.12,32.84,839.89,Copper,49,Average,1
31.15,66.53,25.53,451.98,HDPE,46,Average,1
52.28,49.28,28.04,98.3,Copper,12,Average,0
68.91,21.89,6.0,61.62,HDPE,14,Average,0
47.49,28.44,34.23,754.99,Cast Iron,22,Poor,1
54.31,31.24,9.87,57.24,Cast Iron,21,Average,0
55.57,38.86,21.94,537.55,Copper,32,Average,1
53.91,37.44,34.41,144.68,HDPE,2,Good,0
57.66,40.5,7.9,220.62,Copper,38,Poor,1
50.36,43.18,14.67,776.38,Cast Iron,25,Poor,1
46.31,55.11,11.22,351.83,PVC,33,Average,1
71.0,31.78,31.76,393.38,Cast Iron,10,Average,0
37.83,43.34,6.47,570.32,Cast Iron,44,Average,1
24.28,23.18,16.29,712.21,Steel,30,Poor,1
29.0,83.62,28.99,649.56,HDPE,31,Average,1
34.25,30.64,26.91,112.65,Steel,27,Average,0
53.24,25.41,25.87,467.94,Cast Iron,6,Good,0
11.83,91.72,14.4,501.34,PVC,14,Average,1
44.63,19.87,7.2,166.46,Copper,4,Average,0
68.58,27.82,14.45,76.32,Cast Iron,6,Good,0
67.89,25.07,14.07,353.58,PVC,25,Good,0
25.28,31.02,5.86,876.97,Copper,47,Poor,1
19.06,22.24,23.01,411.08,HDPE,26,Average,1
37.08,28.95,16.94,663.63,Copper,49,Average,1
39.43,47.39,14.11,404.47,PVC,14,Average,0
40.97,44.33,5.83,484.0,HDPE,18,Average,1
46.47,15.97,31.43,414.57,Steel,8,Average,0
19.3,55.6,26.59,456.94,Cast Iron,42,Average,1
55.81,51.27,20.7,896.66,PVC,38,Average,1
67.22,17.07,9.58,314.74,Cast Iron,3,Good,0
43.2,37.43,21.9,954.2,Cast Iron,37,Poor,1
51.52,33.04,14.62,489.37,HDPE,14,Average,0
69.21,37.95,27.25,460.16,Cast Iron,4,Average,0
59.8,13.97,15.86,125.7,Steel,18,Good,0
41.24,99.43,17.26,675.14,Cast Iron,12,Poor,1
60.91,30.63,30.3,341.9,Copper,19,Average,0
67.67,21.16,16.02,388.4,Steel,18,Average,0
54.5,16.0,17.45,255.56,Copper,13,Good,0
10.12,74.61,15.25,803.34,PVC,11,Average,1
13.48,98.26,11.17,662.26,Cast Iron,12,Average,1
58.24,55.77,30.54,782.34,Steel,28,Poor,1
37.49,55.74,30.51,346.38,Cast Iron,29,Average,1
26.09,48.04,32.15,479.94,PVC,23,Average,1
32.87,12.77,32.67,57.16,HDPE,4,Average,0
78.52,42.63,21.98,406.49,Copper,20,Good,0
21.94,32.82,6.11,567.09,Copper,15,Poor,1
57.76,48.94,20.06,81.61,Steel,15,Good,0
43.14,18.22,28.3,262.57,PVC,12,Good,0
41.57,13.35,14.16,213.94,Copper,8,Good,0
19.82,50.06,18.42,577.48,Copper,47,Average,1
29.64,38.33,19.99,442.06,HDPE,30,Average,1
43.42,37.67,32.42,92.37,Cast Iron,2,Good,0
79.06,28.63,18.19,195.92,Cast Iron,22,Good,0
65.98,37.1,7.69,262.8,Copper,4,Average,0
37.14,59.25,9.28,623.44,Copper,49,Average,1
40.03,11.16,25.42,145.66,HDPE,15,Good,0
50.02,33.8,14.8,392.21,Steel,30,Good,0
44.51,57.57,15.7,355.07,Copper,11,Poor,1
62.09,12.1,11.13,336.69,PVC,29,Average,0
56.28,33.41,10.69,378.59,Cast Iron,1,Good,0
44.94,85.86,18.63,365.33,Cast Iron,40,Average,1
27.36,79.26,6.97,868.31,HDPE,50,Poor,1
32.64,69.78,7.72,418.02,HDPE,10,Poor,1
35.61,28.93,12.01,472.54,PVC,7,Average,0
34.54,38.27,27.85,229.29,Copper,22,Good,0
22.73,46.31,9.25,587.31,Cast Iron,30,Average,1
57.32,46.56,29.0,956.42,Steel,10,Poor,1
71.13,45.03,6.73,100.37,Steel,14,Good,0
74.26,25.26,6.31,160.04,Steel,26,Average,0
32.34,27.06,12.42,265.0,Cast Iron,13,Good,0
44.34,25.04,5.16,181.67,HDPE,5,Good,0
66.32,9.37,31.34,132.14,Cast Iron,30,Average,0
40.87,32.33,31.11,162.38,Steel,27,Average,0
34.32,6.72,7.07,300.66,PVC,6,Average,0
55.38,23.57,17.44,266.08,Steel,18,Average,0
35.5,82.22,8.72,336.17,PVC,43,Poor,1
60.43,17.06,33.84,210.56,PVC,1,Good,0
16.48,20.45,25.45,881.65,PVC,24,Average,1
53.81,81.88,31.64,268.69,PVC,37,Poor,1
41.79,34.75,20.72,583.13,PVC,43,Average,1
53.53,42.53,19.34,765.87,Cast Iron,38,Average,1
58.8,79.71,12.7,293.89,Steel,34,Poor,1
47.19,90.55,8.47,400.29,Cast Iron,49,Poor,1
48.8,53.31,20.36,301.06,HDPE,12,Average,1
61.05,39.52,28.58,242.6,PVC,7,Good,0
37.79,5.22,33.34,97.74,Copper,18,Good,0
53.49,39.31,8.76,212.33,Copper,15,Good,0
54.99,9.62,17.61,372.54,HDPE,18,Average,0
52.45,38.25,25.66,514.71,HDPE,22,Average,1
38.43,15.68,33.64,262.49,Cast Iron,29,Good,0
53.63,99.84,34.53,775.08,HDPE,28,Poor,1
64.9,13.33,16.33,494.35,Steel,4,Good,0
36.93,44.11,25.44,265.28,HDPE,14,Average,1
27.68,29.32,27.28,882.93,PVC,10,Poor,1
53.65,16.71,6.46,323.0,Cast Iron,19,Good,0
23.09,52.65,5.38,878.21,PVC,39,Poor,1
77.14,30.57,18.33,193.22,Cast Iron,4,Good,0
38.02,61.95,15.32,979.22,Cast Iron,37,Average,1
63.15,45.98,12.3,94.73,Cast Iron,29,Average,0
41.41,86.99,11.23,425.95,Cast Iron,23,Poor,1
76.58,33.82,24.48,150.49,HDPE,1,Good,0
22.16,82.42,8.68,761.39,Copper,28,Average,1
44.01,25.88,27.67,993.07,Cast Iron,24,Poor,1
69.45,14.63,30.7,58.86,Cast Iron,3,Average,0
65.59,14.57,34.58,489.68,HDPE,8,Average,0
15.22,92.4,24.68,727.49,Steel,20,Average,1
17.13,96.17,32.75,320.49,Steel,34,Average,1
57.45,23.95,14.26,362.99,Copper,2,Average,0
66.87,27.51,7.16,206.05,HDPE,26,Average,0
42.03,40.34,31.55,175.68,PVC,8,Good,0
53.69,94.7,16.78,508.49,Copper,21,Average,1
47.3,51.62,34.66,647.76,HDPE,35,Poor,1
45.05,78.06,31.32,275.14,Cast Iron,35,Poor,1
63.94,6.95,28.68,233.49,Cast Iron,9,Average,0
54.69,28.45,24.14,174.42,HDPE,24,Good,0
20.63,80.15,30.32,563.18,Steel,46,Poor,1
64.1,10.19,28.46,364.24,HDPE,23,Average,0
12.0,50.59,16.27,454.66,HDPE,41,Poor,1
45.58,98.77,13.24,669.61,PVC,30,Poor,1
59.18,19.54,34.98,190.42,HDPE,30,Good,0
32.94,25.55,33.79,287.82,PVC,9,Average,0
14.29,71.02,13.27,788.0,PVC,44,Average,1
77.3,35.25,8.83,231.67,Cast Iron,2,Average,0
40.65,71.13,28.95,958.56,Cast Iron,37,Average,1
46.98,26.86,22.7,197.78,Copper,25,Average,0
31.4,8.9,32.34,151.04,PVC,2,Good,0
57.18,79.64,6.15,381.54,HDPE,14,Average,1
31.68,19.49,27.17,375.89,Steel,7,Average,0
35.44,49.15,31.47,519.66,Copper,25,Poor,1
11.27,89.75,28.25,528.19,PVC,32,Average,1
33.1,29.62,34.89,196.32,Cast Iron,2,Good,0
17.99,40.1,8.73,575.95,PVC,16,Poor,1
20.72,80.12,7.39,552.38,HDPE,37,Poor,1
45.29,49.86,24.17,424.26,Cast Iron,26,Average,0
21.57,30.41,29.97,519.62,Steel,38,Poor,1
79.07,6.42,29.91,198.49,PVC,15,Average,0
42.09,29.84,11.34,109.81,Steel,25,Average,0
37.22,97.45,21.35,654.42,HDPE,15,Average,1
45.75,44.03,12.79,161.37,HDPE,7,Good,0
76.36,30.8,28.8,438.45,Cast Iron,5,Average,0
50.78,80.88,16.8,928.87,HDPE,47,Poor,1
20.09,57.76,27.31,648.67,HDPE,12,Average,1
77.9,42.91,28.4,51.45,Steel,6,Good,0
43.99,31.04,9.07,215.26,Copper,22,Good,0
27.25,49.62,25.57,981.02,PVC,47,Poor,1
11.76,24.53,13.16,495.42,HDPE,32,Poor,1
57.56,77.31,31.09,241.98,PVC,17,Poor,1
55.68,30.04,21.98,62.08,Copper,15,Average,0
25.36,93.98,21.67,859.42,Cast Iron,43,Poor,1
54.07,49.95,20.56,353.66,Steel,1,Good,0
31.92,9.05,11.82,450.2,PVC,19,Good,0
41.78,39.7,28.32,484.81,Steel,15,Average,1
28.59,55.13,28.25,343.15,Steel,15,Poor,1
18.84,36.87,7.43,616.86,HDPE,32,Average,1
12.82,20.46,26.94,845.64,HDPE,28,Poor,1
62.66,37.79,12.58,209.2,Cast Iron,1,Average,0
11.03,58.77,11.06,253.12,Copper,21,Poor,1
57.34,20.73,31.84,105.56,HDPE,25,Average,0
56.69,31.8,34.99,155.82,HDPE,15,Average,0
60.4,29.98,28.35,306.66,PVC,16,Average,0
19.63,51.55,32.92,641.21,PVC,40,Poor,1
70.19,31.31,7.09,259.18,Cast Iron,28,Average,0
20.35,50.2,13.66,478.55,Cast Iron,11,Average,1
45.46,45.43,8.27,962.65,Steel,45,Poor,1
26.28,75.22,10.31,515.04,Copper,11,Poor,1
30.32,32.86,18.22,795.98,PVC,34,Average,1
35.3,28.03,11.6,442.41,HDPE,24,Good,0
77.29,7.71,24.75,211.17,PVC,25,Good,0
56.12,29.87,29.02,420.89,PVC,12,Poor,1
53.97,66.26,27.71,746.42,PVC,42,Poor,1
36.51,99.04,18.59,945.52,Cast Iron,36,Poor,1
71.61,38.7,15.73,124.12,Steel,21,Average,0
69.49,37.64,33.38,146.06,Steel,9,Good,0
30.6,34.07,22.88,200.23,PVC,1,Good,0
37.48,49.06,18.23,50.86,Steel,30,Good,0
49.67,69.55,34.25,541.08,PVC,39,Poor,1
43.38,36.29,9.54,232.85,Steel,3,Average,0
79.2,23.8,21.9,234.89,HDPE,16,Good,0
57.36,33.88,18.37,366.77,Steel,15,Good,0
50.16,42.09,20.48,256.92,HDPE,22,Average,0
31.31,50.32,8.97,542.12,Cast Iron,29,Poor,1
25.52,59.5,8.95,970.55,Cast Iron,16,Poor,1
53.88,44.41,16.93,797.58,PVC,28,Average,1
79.78,42.18,23.63,80.76,Cast Iron,28,Good,0
50.48,51.76,33.78,977.62,Steel,11,Average,1
20.65,59.51,20.62,701.31,HDPE,44,Average,1
58.13,63.75,6.91,449.72,Copper,50,Poor,1
55.67,90.65,17.73,537.44,Copper,14,Poor,1
11.64,76.41,21.19,917.14,Cast Iron,22,Poor,1
41.63,21.61,14.94,324.98,HDPE,28,Average,0
46.43,44.53,21.96,412.64,HDPE,9,Good,0
51.92,5.15,25.72,217.94,Steel,4,Average,0
25.89,44.06,23.13,303.96,HDPE,32,Poor,1
75.91,29.82,6.25,423.34,HDPE,26,Average,0
36.55,77.06,21.53,298.68,Cast Iron,26,Poor,1
19.23,66.78,18.57,904.57,PVC,38,Average,1
67.22,7.77,33.55,342.72,Copper,8,Good,0
18.46,31.54,20.05,515.86,HDPE,18,Poor,1
20.13,39.8,29.32,970.13,PVC,13,Average,1
67.72,29.16,21.76,350.01,PVC,9,Average,0
39.96,29.54,27.44,138.3,HDPE,1,Average,0
46.9,79.69,8.84,864.7,Cast Iron,21,Poor,1
54.12,27.72,31.9,59.53,Steel,17,Good,0
49.56,85.21,18.23,307.13,Steel,34,Average,1
50.33,49.14,9.14,185.15,Copper,7,Average,0
78.11,30.14,10.09,51.07,PVC,29,Good,0
34.82,44.96,34.04,209.02,PVC,4,Good,0
36.36,90.04,10.86,578.86,Steel,39,Poor,1
51.74,7.62,6.27,407.69,Steel,4,Good,0
36.72,39.94,5.1,455.84,Copper,4,Good,0
60.3,35.54,17.71,377.08,Steel,25,Average,0
79.24,7.25,21.09,183.0,PVC,13,Average,0
14.96,61.52,6.7,330.86,Cast Iron,32,Average,1
42.37,66.89,6.83,221.39,Copper,47,Average,1
79.57,11.68,8.74,123.25,Cast Iron,4,Average,0
76.36,29.25,23.11,418.55,Steel,13,Average,0
49.43,73.75,21.93,741.26,HDPE,14,Poor,1
59.94,31.24,16.91,979.63,Steel,20,Poor,1
10.85,41.71,17.35,529.12,Cast Iron,37,Poor,1
71.42,10.73,23.48,166.88,Cast Iron,16,Average,0
52.52,35.97,28.83,209.68,Cast Iron,30,Good,0
56.32,16.02,7.35,427.47,Steel,29,Average,0
41.43,11.34,31.71,459.13,Copper,12,Average,0
36.3,20.65,6.08,602.53,Copper,31,Average,1
78.61,40.18,18.24,472.67,PVC,26,Good,0
22.98,71.53,21.34,309.51,Copper,37,Average,1
41.1,34.06,14.16,471.99,PVC,30,Good,0
51.37,49.66,6.69,897.44,Cast Iron,27,Average,1
29.74,61.41,9.4,829.97,Copper,32,Average,1
20.2,25.8,26.16,719.15,Cast Iron,25,Poor,1
16.53,48.71,31.24,935.12,HDPE,19,Poor,1
30.64,41.12,12.45,451.5,PVC,3,Good,0
46.23,26.21,25.72,210.69,HDPE,2,Good,0
37.84,44.14,10.64,434.31,HDPE,38,Average,1
15.85,75.32,22.12,828.19,HDPE,34,Poor,1
41.49,32.86,25.57,55.21,Steel,29,Good,0
41.78,43.23,29.41,326.31,Cast Iron,1,Good,0
46.97,47.75,25.05,320.99,HDPE,13,Average,0
67.35,14.67,6.43,128.96,Cast Iron,8,Average,0
46.48,20.1,12.03,375.67,Copper,13,Average,1
41.93,27.89,13.86,939.47,Copper,50,Poor,1
45.96,79.33,13.0,535.11,HDPE,10,Poor,1
55.01,40.95,27.81,406.87,Cast Iron,22,Average,0
31.08,61.74,32.31,593.75,Copper,40,Average,1
41.1,96.52,6.55,220.21,HDPE,25,Average,1
35.16,47.82,31.28,98.04,Copper,5,Good,0
67.54,35.17,13.49,388.74,Cast Iron,15,Average,0
59.32,49.67,20.89,314.54,HDPE,33,Poor,1
34.53,62.68,10.9,290.75,Steel,37,Poor,1
52.91,40.24,23.41,262.75,Steel,33,Average,1
36.76,49.2,29.68,322.81,Cast Iron,17,Good,0
57.64,41.2,26.15,858.23,HDPE,28,Average,1
56.48,37.96,5.12,987.92,Copper,50,Average,1
31.61,8.82,28.07,96.2,Cast Iron,3,Average,0
19.01,51.7,21.63,821.49,PVC,47,Average,1
53.03,47.42,30.53,760.78,HDPE,50,Average,1
15.15,24.4,28.23,802.18,Copper,50,Poor,1
55.8,90.32,23.38,249.47,Cast Iron,28,Poor,1
19.21,51.36,32.02,687.47,Copper,20,Average,1
53.09,41.57,24.92,293.49,Steel,28,Good,0
26.8,85.14,16.82,330.46,Steel,16,Average,1
65.58,32.45,18.34,201.61,PVC,9,Good,0
45.83,20.51,29.17,211.17,Copper,30,Good,0
23.17,63.59,22.01,967.7,Cast Iron,49,Average,1
16.61,47.98,30.07,837.82,Copper,27,Average,1
20.5,89.74,27.97,984.37,PVC,47,Average,1
23.77,79.82,11.4,216.83,Copper,11,Poor,1
41.76,5.84,23.61,498.32,HDPE,21,Good,0
58.82,97.24,24.87,534.11,Steel,21,Poor,1
44.2,23.97,31.54,830.13,Copper,25,Average,1
53.04,20.66,7.94,266.8,PVC,28,Good,0
46.02,62.28,13.66,912.66,Copper,32,Average,1
38.55,46.06,27.45,354.73,Cast Iron,26,Average,0
49.57,71.74,23.4,272.65,Copper,33,Average,1
41.05,30.83,14.9,269.2,HDPE,20,Good,0
78.24,28.53,24.33,497.55,Steel,4,Average,0
10.68,82.27,5.08,362.07,Copper,30,Average,1
13.37,56.15,30.53,261.8,Copper,28,Average,1
77.85,14.17,16.34,356.3,Copper,27,Average,0
52.22,56.36,26.76,986.41,PVC,36,Poor,1
64.56,7.36,14.45,138.42,Steel,29,Good,0
74.6,8.95,17.27,486.91,Copper,13,Good,0
53.98,33.9,9.88,788.72,Steel,39,Poor,1
78.36,22.14,13.76,93.81,Cast Iron,4,Good,0
60.71,35.22,20.57,304.47,Cast Iron,7,Good,0
37.13,21.93,11.5,210.14,Copper,41,Poor,1
55.77,33.98,7.38,298.29,HDPE,14,Average,0
77.03,6.74,27.5,465.61,PVC,17,Average,0
35.28,96.8,9.27,526.2,Copper,32,Average,1
63.35,41.01,6.06,253.95,Copper,24,Good,0
41.41,18.22,32.28,444.65,HDPE,29,Good,0
49.28,20.25,22.29,207.95,Steel,14,Good,0
59.88,48.7,32.62,427.17,Copper,46,Poor,1
29.46,53.12,5.97,805.72,Copper,22,Average,1
52.06,27.83,23.42,392.57,HDPE,30,Average,0
59.59,93.43,22.69,725.63,PVC,29,Poor,1
45.14,42.03,7.72,299.53,Steel,31,Poor,1
45.07,28.14,20.05,394.93,Steel,11,Good,0
41.16,33.32,17.74,168.23,HDPE,13,Average,0
17.22,35.73,28.63,380.3,PVC,22,Poor,1
20.49,74.84,30.2,736.31,Cast Iron,38,Poor,1
61.22,32.51,16.21,62.76,PVC,3,Average,0
34.63,10.8,13.52,203.48,Steel,16,Average,0
79.98,42.27,16.68,287.66,Cast Iron,15,Good,0
54.72,11.81,12.25,232.85,Copper,24,Good,0
50.33,37.27,28.43,173.02,Copper,13,Average,0
59.7,12.56,5.11,489.47,Copper,4,Good,0
37.44,8.64,25.71,124.49,Copper,4,Good,0
75.93,38.39,23.0,254.33,Cast Iron,11,Average,0
47.01,47.24,20.43,71.63,Cast Iron,14,Average,0
47.6,70.01,17.64,684.24,Cast Iron,31,Poor,1
57.3,73.48,12.65,901.12,PVC,30,Poor,1
71.05,14.12,16.94,418.36,Cast Iron,8,Average,0
20.78,48.63,13.64,518.45,Cast Iron,50,Poor,1
30.45,80.85,10.87,887.78,PVC,43,Average,1
53.32,39.9,21.3,277.02,PVC,12,Good,0
72.98,28.26,11.5,73.53,PVC,22,Average,0
44.21,48.93,8.63,60.34,Copper,5,Average,0
65.43,10.86,24.68,99.9,Copper,6,Good,0
59.74,64.16,17.04,754.25,PVC,20,Poor,1
42.88,6.96,33.24,71.12,HDPE,19,Average,0
34.54,95.64,30.53,691.75,HDPE,25,Poor,1
53.21,43.67,12.66,331.11,PVC,21,Poor,1
42.92,73.16,6.65,825.22,HDPE,18,Poor,1
33.86,25.21,25.68,433.59,Copper,9,Good,0
36.32,30.49,12.89,120.88,Copper,22,Good,0
57.9,30.25,17.78,295.86,Steel,24,Poor,1
32.0,69.68,22.51,348.53,Cast Iron,32,Poor,1
60.66,21.38,21.12,449.51,Cast Iron,1,Good,0
23.64,95.19,12.45,559.55,Copper,37,Poor,1
72.14,14.65,27.19,76.9,Copper,11,Average,0
31.84,8.52,20.05,498.5,Cast Iron,2,Good,0
46.61,34.22,21.87,499.0,HDPE,23,Good,0
40.52,17.66,20.76,196.18,HDPE,7,Good,0
63.47,24.5,27.21,484.22,PVC,7,Good,0
39.64,25.74,20.93,210.32,HDPE,2,Average,0
70.48,20.96,31.18,385.19,Copper,2,Good,0
31.04,54.09,31.16,772.45,PVC,44,Poor,1
40.75,24.05,8.61,57.09,Cast Iron,1,Average,0
47.14,39.32,27.03,103.05,HDPE,28,Good,0
49.36,37.23,15.7,405.51,HDPE,19,Poor,1
43.47,44.15,19.53,86.72,PVC,25,Average,0
41.48,51.01,21.56,883.99,Steel,39,Average,1
46.15,23.19,9.07,92.22,Copper,19,Average,0
41.86,74.78,14.54,750.22,Steel,19,Poor,1
45.9,17.55,17.2,349.15,Steel,27,Average,0
12.03,27.66,26.81,332.68,PVC,37,Average,1
38.43,96.11,25.07,998.95,PVC,13,Poor,1
78.11,37.86,23.69,436.91,HDPE,28,Good,0
57.2,34.97,16.92,648.47,Steel,35,Average,1
33.02,70.56,27.79,613.09,HDPE,17,Poor,1
10.04,73.88,22.34,373.17,HDPE,37,Average,1
31.79,41.41,15.61,117.71,Steel,10,Average,0
36.94,62.15,24.34,540.98,PVC,14,Average,1
38.72,41.11,15.7,133.64,PVC,25,Good,0
47.07,7.52,31.39,479.83,HDPE,19,Good,0
58.21,27.52,32.82,173.55,Cast Iron,10,Good,0
58.27,43.38,16.11,677.75,HDPE,20,Average,1
43.33,69.61,33.65,907.53,Copper,30,Average,1
52.71,66.39,21.49,754.67,Cast Iron,15,Poor,1
11.55,79.71,12.24,605.87,PVC,20,Average,1
79.04,21.69,34.27,76.09,Steel,5,Good,0
57.52,91.54,29.94,643.68,Steel,27,Poor,1
31.21,21.99,34.11,762.84,Steel,15,Average,1
69.76,49.39,30.77,262.86,Copper,4,Good,0
52.29,28.3,12.82,231.92,PVC,11,Average,0
29.93,39.91,13.3,710.53,Steel,48,Poor,1
34.46,28.77,6.93,401.85,Cast Iron,3,Good,0
27.59,55.61,34.48,738.36,Steel,27,Poor,1
22.93,29.43,21.54,761.06,HDPE,34,Poor,1
78.01,11.81,27.91,144.42,Steel,18,Average,0
10.49,46.1,27.38,222.85,Copper,12,Poor,1
45.5,40.26,34.15,859.07,HDPE,22,Average,1
21.56,61.48,27.5,543.05,HDPE,44,Average,1
66.85,39.91,22.85,163.83,Cast Iron,14,Good,0
73.86,26.23,34.1,235.28,Copper,3,Good,0
26.32,91.39,21.62,853.73,HDPE,33,Poor,1
51.15,15.97,21.41,347.67,Steel,27,Average,0
67.77,8.97,6.25,474.46,Steel,1,Average,0
17.52,87.94,13.79,202.92,Cast Iron,12,Poor,1
69.54,6.66,34.78,173.78,Copper,9,Good,0
49.93,22.38,32.47,445.52,HDPE,15,Average,0
14.84,54.08,6.26,372.86,Steel,15,Average,1
55.07,19.57,28.11,446.63,PVC,26,Good,0
25.46,73.32,27.37,253.92,Cast Iron,37,Average,1
47.64,60.08,33.91,811.73,HDPE,45,Average,1
70.65,23.68,6.71,248.42,HDPE,30,Good,0
12.48,49.12,18.32,969.55,Steel,37,Average,1
74.53,11.42,13.22,106.63,Copper,18,Average,0
34.61,14.0,19.98,378.22,PVC,25,Good,0
42.45,48.75,15.37,584.11,Steel,32,Poor,1
47.57,40.63,21.6,102.05,Steel,26,Good,0
45.71,27.56,21.18,829.93,Cast Iron,45,Poor,1
76.61,39.22,19.55,344.02,Copper,30,Good,0
52.98,38.38,12.26,362.31,Copper,8,Average,0
63.98,46.96,31.81,398.32,Cast Iron,17,Good,0
39.78,87.7,23.33,448.36,PVC,50,Poor,1
53.38,9.94,25.21,58.1,Steel,13,Average,0
67.68,30.87,34.52,258.3,Steel,24,Average,0
36.57,7.56,10.18,464.12,Cast Iron,1,Good,0
72.26,17.72,30.48,224.0,Copper,23,Average,0
71.3,40.0,27.08,486.8,Cast Iron,27,Good,0
